sample_name	batch	birth_timestamp	cage_group	cage_id	cage_line	collection_date	collection_device	collection_method	collection_timestamp	country	description	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	facility	father_subject_id	gave_birth	generation	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_genotype	host_scientific_name	host_subject_id	host_subject_id_bmfz	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	latitude	life_stage	longitude	mate_sire	mothers_subject_ids	parental_cage	physical_specimen_location	physical_specimen_remaining	qiita_sample_type	qiita_study_id	sample_type	scientific_name	serum_triglyceride	serum_triglyceride_unit	sex	taxon_id	title	tube_id	tube_id_plate_bmfz
13422.104	1	2019-05-03	cf2-3	f2-13	C57BL6/J_line3	2019-08-16	eppi	necropsy	2019-08-16	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	189921/5	104	10090	19.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.23	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	4-h1	
13422.104skin	3	2019-05-03	cf2-3	f2-13	C57BL6/J_line3	2019-08-16	eppi	necropsy	2019-08-16	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	189921/5	104	10090	19.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.23	nmol/well	female	540485	Skin screening	9-h1	9-h1
13422.105	1	2019-05-03	cf2-3	f2-14	C57BL6/J_line3	2019-08-16	eppi	necropsy	2019-08-16	Germany	fatherf2	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	189921/6	105	10090	26.8	grams	LANUV	G383/17	51.189401	adult	6.792239	True	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.37	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	4-f9	
13422.105skin	3	2019-05-03	cf2-3	f2-14	C57BL6/J_line3	2019-08-16	eppi	necropsy	2019-08-16	Germany	fatherf2	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	189921/6	105	10090	26.8	grams	LANUV	G383/17	51.189401	adult	6.792239	True	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.37	nmol/well	male	540485	Skin screening	9-f9	9-f9
13422.106	1	2019-05-03	cf2-3	f2-15	C57BL6/J_line3	2019-08-16	eppi	necropsy	2019-08-16	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	189921/7	106	10090	26.5	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	2.27	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	4-d9	
13422.106skin	3	2019-05-03	cf2-3	f2-15	C57BL6/J_line3	2019-08-16	eppi	necropsy	2019-08-16	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	189921/7	106	10090	26.5	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	2.27	nmol/well	male	540485	Skin screening	9-d9	9-d9
13422.107	1	2019-05-03	cf2-3	f2-15	C57BL6/J_line3	2019-08-16	eppi	necropsy	2019-08-16	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	189921/8	107	10090	27.7	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	2.6	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	2-h5	
13422.107skin	3	2019-05-03	cf2-3	f2-15	C57BL6/J_line3	2019-08-16	eppi	necropsy	2019-08-16	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	189921/8	107	10090	27.7	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	2.6	nmol/well	male	540485	Skin screening	7-h5	7-h5
13422.108	1	2019-05-03	cf2-3	f2-16	C57BL6/J_line3	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	189921/9	108	10090	30.1	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	3.51	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	3-f5	
13422.108skin	3	2019-05-03	cf2-3	f2-16	C57BL6/J_line3	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	189921/9	108	10090	30.1	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	3.51	nmol/well	male	540485	Skin screening	8-f5	8-f5
13422.109	1	2019-05-03	cf2-3	f2-16	C57BL6/J_line3	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	189921/10	109	10090	30.2	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.61	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	4-g1	
13422.109skin	3	2019-05-03	cf2-3	f2-16	C57BL6/J_line3	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	189921/10	109	10090	30.2	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.61	nmol/well	male	540485	Skin screening	9-g1	9-g1
13422.10skin	3	2018-11-30	pb	p1-11	BALB/c_line5	2019-03-20	eppi	necropsy	2019-03-20	Germany	motherp1	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf		True	P	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	balb/c	Mus musculus	176386/6	10	10090	34.3	grams	LANUV	G383/17	51.189401	adult	6.792239	False		rm3	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	4.721	nmol/well	female	540485	Skin screening	8-d1	8-d1
13422.11	1	2018-11-30	pb	p1-12	BALB/c_line4	2019-03-19	eppi	necropsy	2019-03-19	Germany	fatherp1	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf		False	P	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	balb/c	Mus musculus	176386/5	11	10090	27.6	grams	LANUV	G383/17	51.189401	adult	6.792239	True		rm1	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	2.52	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	2-g12	2-g12
13422.110	1	2019-05-03	cf2-3	f2-16	C57BL6/J_line3	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	189921/11	110	10090	28.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	2.22	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	2-b3	
13422.110skin	3	2019-05-03	cf2-3	f2-16	C57BL6/J_line3	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183014/6	False	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	189921/11	110	10090	28.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183014/1|183014/2	f1-11	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	2.22	nmol/well	male	540485	Skin screening	7-b3	7-b3
13422.111	1	2019-05-03	bf2-1	f2-17	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	motherf2	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183015/3	True	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	balb/c	Mus musculus	189922/1	111	10090	26.6	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183015/1	f1-15	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	9.9	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	3-f10	
13422.111skin	3	2019-05-03	bf2-1	f2-17	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	motherf2	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183015/3	True	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	balb/c	Mus musculus	189922/1	111	10090	26.6	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183015/1	f1-15	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	9.9	nmol/well	female	540485	Skin screening	8-f10	8-f10
13422.112	1	2019-05-03	bf2-1	f2-17	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	motherf2	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183015/3	True	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	balb/c	Mus musculus	189922/2	112	10090	26.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183015/1	f1-15	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	2.17	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	3-h3	
13422.112skin	3	2019-05-03	bf2-1	f2-17	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	motherf2	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183015/3	True	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	balb/c	Mus musculus	189922/2	112	10090	26.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183015/1	f1-15	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	2.17	nmol/well	female	540485	Skin screening	8-h3	8-h3
13422.113	1	2019-05-03	bf2-1	f2-18	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183015/3	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	balb/c	Mus musculus	189922/3	113	10090	23.6	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183015/1	f1-15	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	2.31	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	3-d11	
13422.113skin	3	2019-05-03	bf2-1	f2-18	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183015/3	False	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	balb/c	Mus musculus	189922/3	113	10090	23.6	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183015/1	f1-15	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	2.31	nmol/well	female	540485	Skin screening	8-d11	8-d11
13422.114	1	2019-05-03	bf2-1	f2-19	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	fatherf2	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183015/3	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	balb/c	Mus musculus	189922/4	114	10090	30	grams	LANUV	G383/17	51.189401	adult	6.792239	True	183015/1	f1-15	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	8.58	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	4-a3	
13422.114skin	3	2019-05-03	bf2-1	f2-19	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	fatherf2	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183015/3	False	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	balb/c	Mus musculus	189922/4	114	10090	30	grams	LANUV	G383/17	51.189401	adult	6.792239	True	183015/1	f1-15	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	8.58	nmol/well	male	540485	Skin screening	9-a3	9-a3
13422.115	1	2019-05-03	bf2-1	f2-20	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183015/3	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	balb/c	Mus musculus	189922/5	115	10090	28	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183015/1	f1-15	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	7.0	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	2-d4	
13422.115skin	3	2019-05-03	bf2-1	f2-20	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	183015/3	False	F2	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	balb/c	Mus musculus	189922/5	115	10090	28	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183015/1	f1-15	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	7.0	nmol/well	male	540485	Skin screening	7-d4	7-d4
13422.116	1	2019-05-03	bf2-1	f2-20	BALB/c_line4	2019-08-19	eppi	necropsy	2019-08-19	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	183015/3	False	F2	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	balb/c	Mus musculus	189922/6	116	10090	30.8	grams	LANUV	G383/17	51.189401	adult	6.792239	False	183015/1	f1-15	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	5.29	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	3-c7	
